,id,utterance,sarcasm
340,1_7341_2,I'm talking to a man in space. If you don't have the (static walkie-talkie) then he might as well be at Coffee Bean on Lake Street.,False
341,1_7357_1,I'm starting to get a sense of it.,True
342,1_7357_2,I'm starting to get an idea.,True
343,1_7395_1,"Well, if that's all it takes, it's a good thing you don't have a dog.",True
344,1_7395_2,"If that's all you need, it's a good thing you don't have a dog.",True
345,1_7400_1,"Of course, it is... it's been in the news. And it's a very famous boson.",False
346,1_7400_2,"Of course, it's... it's on the news and it's a very famous boson.",False
347,1_7402_1,I didn't know they gave Nobel prizes for making boom-boom in the potty.,True
348,1_7402_2,I didn't know they gave Nobel prizes for booming in the pot.,True
349,1_7442_1,"The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",False
350,1_7442_2,"The original title was ""A Rederivation of Maxwell's Equations About Electromagnetism"""" I stunned him because some of the most religious in the city were beginning to say that I was a witch.",False
351,1_7443_1,We've kind of been involved in a five-year experiment.,False
352,1_7443_2,We were involved in a five-year experience.,False
353,1_7445_1,My limbic system wants to take your pants off.,False
354,1_7445_2,My limbic system wants to take off your pants.,False
355,1_7449_1,"Okay, the NASA Web site says Howard's final descent has begun.",False
356,1_7449_2,"Okay, NASA's website says Howard's final downhill has begun.",False
357,1_7487_1,"Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist.",False
358,1_7487_2,"Yeah, well, Bernadette's a little under time and my mom's a little under my dentist.",False
359,1_7490_1,"It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",False
360,1_7490_2,"Cowboys don't do what we do for glory and glory, we leave it to your rock stars, your athletes and your Howie Mandels.",False
361,1_7494_1,that sounds a little funny to an American ear.,False
362,1_7494_2,Sounds a little funny for an American ear.,False
363,1_7504_1,"""To Stuart, your comic book store is out of this world. Just like the guy in this picture was.""",False
364,1_7504_2,"""For Stuart, your comic book shop is out of this world, just like the guy in this picture was.""",False
365,1_7575_1,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",True
366,1_7575_2,"You're right, the party is fantastic, please, say more, I haven't heard enough about it all week because hearing about it never gets older!",True
367,1_7593_1,"Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.",False
368,1_7593_2,"Amy, I can't ask Wil Wheaton to leave.",False
369,1_7641_1,"She was just so sad all the time. Yeah, I was the only person who could cheer her up. Well, me and Ben and Jerry.",False
370,1_7641_2,"Yes, I was the only person who could cheer him up.",False
371,1_7661_1,"Yeah, that was five weeks ago. How much longer is he gonna milk that cow?",False
372,1_7661_2,That was five weeks ago.,False
373,1_7675_1,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",False
374,1_7675_2,"Anyway, until now, I still don't see a box of pencils without crossing my legs.",False
375,1_7722_1,Exactly what it was half an hour ago. It's like you're not even trying to get better.,True
376,1_7722_2,"Exactly what half an hour ago, it's like you're not even trying to get better.",True
377,1_7894_1,I did. The guy at the liquor store said this stuff tastes great in coffee.,False
378,1_7894_2,The guy from the liquor store said it tastes good in the coffee.,False
379,1_7938_1,"Come on, let's just start walking. There's got to be a gas station or something nearby.",False
380,1_7938_2,"Come on, let's start walking, there must be a gas station or something nearby.",False
381,1_7953_1,Why don't you ask Scotty to beam you up?,True
382,1_7953_2,Why don't you ask Scotty to teleport?,True
383,1_8042_1,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.",False
384,1_8042_2,"No, just me, her and some big wigs, that's part of a bonus she got.",False
385,1_8045_1,"Dumped her? What, did he use a forklift?",True
386,1_8045_2,"What, did he use a forklift?",True
387,1_8052_1,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,True
388,1_8052_2,"Like Burt and Ernie, you teach me things about words and numbers.",True
389,1_8078_1,"Trust me, you're not Jewish. That's how they get you.",False
390,1_8078_2,"Trust me, you're not Jewish.",False
391,1_8136_1,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",True
392,1_8136_2,"Actually, there's no place I'd rather be than here.",True
393,1_8159_1,And I'm cool with surprises. But nothing on a Jumbotron. I don't want to cry on a big screen like that.,False
394,1_8159_2,"And I'm cool with surprises, but nothing on a Jumbotron, I don't want to cry on a big screen like that.",False
395,1_8185_1,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,False
396,1_8185_2,We could go to Red Lobster and talk about it.,False
397,1_8217_1,"Go out with me on one date, and I promise you, you'll see.",False
398,1_8217_2,"Go out with me on a date, and I promise you'll see.",False
399,1_8407_1,"Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",True
400,1_8407_2,"And then I'm going to invent my own oral hygiene rules, instead of running, I'm going to rub pudding on my gums, I'm going to take the SyFy chain number and give them what to do.",True
401,1_8417_1,"Oh, I think we were looking at creepy in the rearview mirror when I put up that camera.",False
402,1_8417_2,"Oh, I think we were looking freaky in the mirror when I put that camera on.",False
403,1_8452_1,I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,True
404,1_8452_2,Thanks for the burrito and pork crusts and the 20-minute conference on why monster trucks are better than ordinary trucks.,True
405,1_8505_1,"A lane frequented by liars. Like you, you big liar!",False
406,1_8505_2,A way used by liars.,False
407,1_8717_1,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,True
408,1_8717_2,Because you're on the right track behind a bus and you don't want to go around?,True
409,1_8746_1,"I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me <i>Raiders of the Lost Ark</i> for the first time.",True
410,1_8746_2,"When you told me I'd lose my virginity, I didn't think you wanted to show me <i>Riders from the Lost Ark</i> for the first time.",True
411,1_8749_1,It was very entertaining... despite the glaring story problem.,True
412,1_8749_2,It was very entertaining... despite the problem of brilliant history.,True
413,1_8827_1,How do you not tear off his clothes and take him right here on this table?,True
414,1_8827_2,How can we not rip off his clothes and take him here on this table?,True
415,1_8837_1,"Not as relieved as I'm about to be. It's a brave new world, little lady.",False
416,1_8837_2,It's not as relieved as I'm about to be.,False
417,1_9003_1,"I'm not going to bother him, I'm going to talk to him.",False
418,1_9003_2,"I'm not gonna bother him, I'm gonna talk to him.",False
419,1_9009_1,"- No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",False
420,1_9009_2,"- No, no, no, I'm really good at it.",False
421,1_9087_1,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",True
422,1_9087_2,"Because I got a ugly, boring sweater, and my brother got a car?",True
423,1_9245_1,Can we talk about something else? Do you know that I yodel?,False
424,1_9245_2,Can we talk about something else?,False
425,1_9594_1,I can't believe we wasted all that time on our Hulk costumes.,False
426,1_9594_2,I can't believe we wasted everything on our Hulk costumes.,False
427,1_9668_1,"People usually start a meeting with a joke, but you go ahead-- end with one.",False
428,1_9668_2,"People usually start a meeting with a joke, but you're going to before-- end up with one.",False
429,1_9963_1,What do you think I was gonna do at home?,False
430,1_9971_1,I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.,True
431,1_9971_2,"I was going to say we're taking a cake or a pie, but an insult to his faith is always thoughtful.",True
432,1_9972_1,"Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",True
433,1_9972_2,"I'll check the fridge, see if there's any clues inside a beer.",True
434,1_9993_1,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",True
435,1_9993_2,My beer isn't flat and my rack isn't saggy.,True
436,1_10004_1,"And of those few months, how long have you been a demented sex pervert?",False
437,1_10004_2,"And from these few months, how long have you been a demented sexual pervert?",False
438,1_10009_1,"Let the dead man talk. So, why do you think that?",False
439,1_10009_2,"So, why do you think that's it?",False
440,1_10190_1,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",False
441,1_10190_2,"Now that I've abandoned string theory, I'm having trouble finding my next area of interest.",False
442,1_10462_1,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",True
443,1_10462_2,"You know, if you're really serious about this, I've heard there are exciting opportunities in home care for old and fat people.",True
444,1_10495_1,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",True
445,1_10495_2,And if it turns out you and I wouldn't... you and I could live together.,True
446,1_10496_1,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",True
447,1_10496_2,"And while we're there, why not get engaged too? Why not have a small house, start a family? Enjoy our years of sunset together? Do you get along, woman?!",True
448,1_10748_1,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",True
449,1_10748_2,You'd never hear him talk like that to Sauvignon Blanc.,True
450,1_10797_1,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",False
451,1_10797_2,"I'm with him three years, nothing, she's with two minutes, and he takes off his pants.",False
452,1_10810_1,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,False
453,1_10810_2,I'll give you a plan right away. Step one: open comic book store. Step two: start saying that this comic book shop gives you genital warts.,False
454,1_10829_1,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",True
455,1_10829_2,"On the bright side, this Oxford study was right, a friend down, I wonder who you're gonna lose next.",True
456,1_10849_1,That's how much buying a comic book store means to me.,False
457,1_10849_2,That's how I care about buying a comic book shop.,False
458,1_10853_1,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",False
459,1_10853_2,"Look, Emily, what happened between me and Raj was a long time ago.",False
460,1_10857_1,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,False
461,1_10857_2,"It's true, you're both beautiful, you're saying something about the man who could sleep you both.",False
462,1_10859_1,I don't need a reason-- it's my house.,False
463,1_10859_2,I don't need a reason... this is my house.,False
464,1_10890_1,"Boy, when you met Bernadette, the field of robotics really took a hit.",True
465,1_10890_2,"When you met Bernadette, the field of robotics really took a hit.",True
466,1_10977_1,Let's not talk about this in front of our friends.,False
467,1_11006_1,Maybe it's a good thing we came here. It's like a lesson in what not to do.,True
468,1_11006_2,Maybe it's a good thing we came here.,True
469,1_11021_1,"Same as all of us, getting out of a car without underwear.",True
470,1_11021_2,"Like all of us, get out of a car without underwear.",True
471,1_11042_1,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",False
472,1_11042_2,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, folded on the hood of a Porsche.",False
473,1_11046_1,"Wow, he really went where no man has gone before.",False
474,1_11046_2,"Wow, he really went where no man's been before.",False
475,1_11051_1,"Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",False
476,1_11051_2,"Maybe he's a mole, but in any case, it's pretty cool.",False
477,1_11055_1,"Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",True
478,1_11055_2,"Apparently, someone was very flirting by not wearing his engagement ring, which led someone to come here thinking that the first someone might be available.",True
479,1_11098_1,"Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",True
480,1_11098_2,I assumed he was in the corner of a barn somewhere.,True
481,1_11120_1,"Next time I might be in a rush, it's good to have a few in the bank.",False
482,1_11120_2,"Next time I'm in a hurry, it's good to have some at the bank.",False
483,1_11177_1,I'm listening to you snore. I'm wondering how I'll ever sleep without it.,True
484,1_11177_2,"I'm listening to you snoring, I wonder how I'll sleep without it.",True
485,1_11201_1,"He probably got a new one. Finish your breakfast. Look, there's an entire section of my dashboard that doesn't have any syrup on it.",False
486,1_11201_2,"There's probably a new one, finish your breakfast, there's a whole section of my dashboard that doesn't have syrup on it.",False
487,1_11224_1,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,True
488,1_11224_2,"And here I am in the trap, you keep talking, I'm gonna rip my leg out.",True
489,1_11232_1,"And I love that I work and do all the cleaning, and you're okay with that.",True
490,1_11232_2,"And I love that I work and clean up, and you're okay with that.",True
491,1_11236_1,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",False
492,1_11236_2,"You always risk getting infected, a blood clot, the possibility that an incompetent surgeon will let a spider lay eggs in your nose.",False
493,1_11242_1,"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",True
494,1_11242_2,"I love that you're proud of your look, even when I have to pee in the morning, and you spend an hour on your hair.",True
495,1_11243_1,I love that you're too good to pee in the kitchen sink.,True
496,1_11253_1,"So as they say, all good things must come to an end.",False
497,1_11253_2,"So, as they say, all good things must end.",False
498,1_11257_1,Doesn't Professor Abbott's family want any of this stuff?,False
499,1_11257_2,Professor Abbott's family don't want it?,False
500,1_11306_1,"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",False
501,1_11306_2,I suppose the sad truth is that not everyone will accomplish something great. Some of us may just have to find meaning in the small moments that make up life.,False
502,1_11322_1,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",True
503,1_11322_2,"It was almost on the subject, I'll say, ""Good work, Sheldon.""",True
504,1_11378_1,Are you sure a dummy like me can handle something as complicated as a blanket?,True
505,1_11378_2,Are you sure an idiot like me can handle something as complicated as a blanket?,True
506,1_11439_1,"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",True
507,1_11439_2,"No, you're right, we should do what you're doing, that our mother sends us Walmart pants to Houston.",True
508,1_11485_1,Is that why you had to take him to Office Depot last night?,False
509,1_11485_2,Is that why you had to take her to Office Depot last night?,False
510,1_11526_1,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",False
511,1_11526_2,"As you may know, I experienced high levels of anxiety, and I thought, what better way to increase my discomfort than to submit to a tasteless crotch conversation evening?",False
512,1_11529_1,"And how difficult it is to do when she's bloated, cranky and crampy?",False
513,1_11529_2,"And how hard is it to do when she's swollen, squeaky and cramped?",False
514,1_11609_1,"I've, uh, created some other user accounts so I can post positive comments about their paper.",False
515,1_11609_2,"I, uh, created other user accounts to be able to post positive comments on their paper.",False
516,1_11697_1,The answer's in this puzzle box. Let's see if you can open it.,True
517,1_11697_2,The answer is in this puzzle box. Let's see if you can open it.,True
518,1_11699_1,"No, Stuart picked out those throw pillows all on his own.",True
519,1_11699_2,"No, Stuart chose these pillows to throw on his own.",True
520,1_11723_1,"Not much, but he seemed to be in a pretty good place.",False
521,1_11723_2,"Not much, but he seemed to be in a good place.",False
522,1_11736_1,"I don't know, perhaps somebody took it off the carousel by mistake?",False
523,1_11736_2,"I don't know, maybe someone took him out of the carousel by mistake?",False
524,1_11773_1,This is why I've been saying we should keep champagne on ice.,True
525,1_11773_2,That's why I'm saying we should keep the champagne on ice.,True
526,1_11885_1,"Yeah, turns out half a dozen menorahs really sets a mood.",True
527,1_11885_2,"Yeah, it turns out that half a dozen menorahs really give a good mood.",True
528,1_11889_1,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",False
529,1_11889_2,"Yeah, we just want to have the kind of dinner we've all had here so many times before.",False
530,1_11901_1,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",True
531,1_11901_2,"Yeah, that's a nice little idea. I'd like to talk to my uncle in Chicago.",True
532,1_11913_1,It's why my people wandered the desert for 40 years. Took that long to walk it off.,True
533,1_11913_2,That's why my people wandered through the desert for 40 years.,True
534,1_11924_1,"All right, Amy's in charge of pricing and being 75.",True
535,1_11928_1,"And if I had a friend, they might have told me that.",False
536,1_11928_2,"And if I had a friend, they could have told me.",False
537,1_12002_1,Then buckle up; you're in for a cranky night.,False
538,1_12002_2,"So shut up, you're here for a grumpy night.",False
539,1_12083_1,"Oh, just put it in your mouth and pop it like a zit.",False
540,1_12083_2,Put it in your mouth and put it like a zit.,False
541,1_12202_1,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",True
542,1_12202_2,"As soon as she enters California's airspace, I will feel a disturbance in the Force.",True
543,1_12275_1,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",False
544,1_12275_2,"I heard Bernadette tell Howard she's making him a meat loaf, and you don't have to ask me twice.",False
545,1_12320_1,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",False
546,1_12320_2,"Oh, yes, we have the moon and trees and... Elizabeth McNulty, who apparently died when she was the same age as me.",False
547,1_12331_1,"Wow, there's a Denny's in Vegas you can actually get married in.",False
548,1_12331_2,"Wow, there's a Denny in Vegas where you can get married.",False
549,2_223_1,"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",True
550,2_223_2,"I guess he wants to do a little dance, make some love.",True
551,2_370_1,You have to stop the Q-Tip when there is resistance,True
552,2_370_2,You must stop Q-Tip when there is resistance,True
553,2_556_1,"Joey if I go first, I want to be looking for my keys",True
554,2_556_2,"Joey, if I go first, I want to get my keys.",True
555,2_484_1,Yes yes it is! In Prison!!,True
556,2_484_2,"Yes, yes, in prison!",True
557,2_498_1,"Uh, so how many cameras are actually on you.",True
558,2_494_1,But younger than some buildings!,True
559,2_477_1,"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",False
560,2_477_2,"And then you clicked her again, she's dressed, she's a businesswoman, she walks on the street and oh oh oh she's naked.",False
561,2_35_1,Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,False
562,2_35_2,"I scared you, I said too much, I'm desperate, clumsy and desperate for love.",False
563,2_279_1,Sounds like she has got the whole package!,True
564,2_279_2,Looks like she's got the whole package!,True
565,2_377_1,Yeah either that or gloria estefan was right eventually the rhythm is going to get you,True
566,2_377_2,Or that or Gloria estefan was finally right the rhythm will get you,True
567,2_595_1,I'd miss you if I broke up with you. Just trying to be supportive.,False
568,2_595_2,I'd miss you if I broke up with you.,False
569,2_464_1,"Oh, uh, no thanks. I just had an M&M.",True
570,2_464_2,"No, I just had a M&M.",True
571,2_408_1,"Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",True
572,2_408_2,"Okay, but if you don't come back soon, there's practically nothing I can do about it.",True
573,2_574_1,You can't do anything.,False
574,2_574_2,There's nothing you can do.,False
575,2_409_1,I'll catch you guys later.,False
576,2_409_2,I'll meet you later.,False
577,2_549_1,Really?,False
578,2_598_1,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",True
579,2_598_2,"It's funny because I told Monica we should put lights on our balcony and she said, ""No, it's too cold, no one's going there."" I said, ""Maybe if we put lights there, they're going.""",True
580,2_73_1,"Oh my god, you almost gave me a heart attack!",True
581,2_73_2,"Oh, my God, you almost had a heart attack!",True
582,2_374_1,Janice? Janice?,True
583,2_374_2,Janice?,True
584,2_297_1,"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",True
585,2_297_2,"I'm sorry, it was only once. I was very drunk and it was someone else's subconscious.",True
586,2_286_1,"And sometimes I would want you to steal third, and I'll go like this.",True
587,2_286_2,"And sometimes I want you to steal the third one, and I'm gonna go like that.",True
588,2_509_1,Crazy bitch!,True
589,2_508_1,"Yes, the doctor's say if they remove it, he will die!",True
590,2_508_2,"Yes, the doctor says if they take him off, he'll die!",True
591,2_472_1,And I just won a million dollars!,False
592,2_472_2,And I just made a million dollars!,False
593,2_227_1,You sure he is going to be able to crack that code?,True
594,2_227_2,Are you sure he'll be able to break that code?,True
595,2_226_1,"These people find out that a spelling game is going over there, there will be nobody left at our party.",True
596,2_226_2,"These people find out that a spelling game goes there, there's no one at our party anymore.",True
597,2_478_1,"Oh, wait a minute, I have no one.",True
598,2_478_2,"Oh, wait a minute, I don't have anyone.",True
599,2_372_1,Actually I yesterday I was smoking again. Today I am smoking still.,True
600,2_372_2,"In fact, yesterday I was still smoking, and today I still smoke.",True
601,2_241_1,"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",True
602,2_241_2,"Oh, no, wait a minute, I pulled it out of my shirt when I put it on this morning.",True
603,2_109_1,"I thought if I littered, that crying Indian might come by and save us.",True
604,2_109_2,"I thought if I was tossed, that crying Indian could come and save us.",True
605,2_389_1,Huh! Whats dufus speled backwards?,True
606,2_389_2,What did the dufus say upside down?,True
607,2_449_1,"Oh no, now its not gonna make any sense",True
608,2_449_2,"Oh, no, now it won't make any sense.",True
609,2_50_1,"Nope, that patch is no good.",True
610,2_50_2,"No, this patch isn't good.",True
611,2_84_1,"If that doesn't keep kids in school, what will?",True
612,2_84_2,"If it doesn't keep the kids in school, what will it do?",True
613,2_322_1,"Hey, my father's house does that.",False
614,2_322_2,My dad's house does that.,False
615,2_416_1,Were you so late because you were burying this woman?,True
616,2_416_2,You were so late because you were burying that woman?,True
617,2_124_1,I am so confused as to what we have been doing so far.,True
618,2_124_2,I'm so confused about what we've done so far.,True
619,2_206_1,A tshirt that says - I don't belong here.,True
620,2_206_2,A t-shirt that says I don't belong here.,True
621,2_204_1,"Oh Oh, I am convinced!",True
622,2_204_2,"Oh, I'm convinced!",True
623,2_380_1,Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,False
624,2_380_2,Oh just like giving a minute to wake up for this... ha ha! You've lost the ring. You're the worst man of all time!,False
625,2_622_1,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",True
626,2_622_2,"Pheebs, you may know, you know strange things.",True
627,2_583_1,And the bunny got away!,True
628,2_583_2,And the rabbit escaped!,True
629,2_456_1,And you are gonna make them all disappear.,True
630,2_456_2,And you're gonna make them all disappear.,True
631,2_461_1,"Wow you look just like your son, Mrs. Tribbiani",True
632,2_461_2,"You look like your son, Mrs. Tribbiani.",True
633,2_152_1,Your makeup?,True
634,2_15_1,I'm sorry man there is never a good time to have to .. Stop catching on fire.,True
635,2_15_2,I'm sorry man there's never a good time to have to... stop catching the fire.,True
636,2_421_1,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,True
637,2_421_2,"Joey has a very bad hernia, but it's nothing that laser eye surgery can't fix.",True
638,2_586_1,"See now that I see crying over, but Bambi, is a cartoon.",True
639,2_586_2,"See now that I see crying, but Bambi, it's a cartoon.",True
640,2_160_1,"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.",False
641,2_160_2,"Because her penis was too big. I'm sorry, that's the kind of thing I do.",False
642,2_39_1,"Oh hurry up, I want to sign that.",True
643,2_39_2,"Hurry up, I want to sign this.",True
644,2_66_1,"Nice jon Joe, you are quite the craftsman!",True
645,2_66_2,"Jolly Jon Joe, you're the craftsman!",True
646,2_310_1,Well thank God your livelihood doesn't depend on it.,True
647,2_310_2,Thank God your livelihood doesn't depend on it.,True
648,2_345_1,Oh I left them in my bulldozer .. I don't have tools!,True
649,2_345_2,I left them in my bulldozer. I don't have any tools!,True
650,2_581_1,"We were wondering what was taking so long with the gift, but now we understand you were doing this.",True
651,2_581_2,"We were wondering what was taking so long with the gift, but now we understand you're doing this.",True
652,2_518_1,Oh tons. I am quite the woodsman.,True
653,2_518_2,"Oh tons, I'm the man of the woods.",True
654,2_450_1,If only there was something in your head to control the things you say.,True
655,2_450_2,If only there was something in your head to control the things you're saying.,True
656,2_567_1,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",True
657,2_567_2,"Well, yes, Ross, by pressing my third nipple opens the delivery entrance to Narnia's magical land.",True
658,2_115_1,"I am sorry, we donÕt have your sheep.",True
659,2_115_2,"I'm sorry, we don't have your sheep.",True
660,2_183_1,"No, rabies.",True
661,2_104_1,Was that place the sun?,True
662,2_104_2,Was that the place of the sun?,True
663,2_288_1,Maybe he was nervous.,True
664,2_420_1,"No you are not Chandler, we still love you Chandler",True
665,2_420_2,"No, you're not Chandler, we still love Chandler.",True
666,2_49_1,We got a box.,False
667,2_49_2,We have a box.,False
668,2_433_1,I was saying the actual words,True
669,2_433_2,I said the real words.,True
670,2_428_1,His legs flail about as if independent from his body,False
671,2_428_2,His legs weaken as if they were independent of his body.,False
672,2_1_1,"Yes you can. You're thinking about time, you can't go back in time.",False
673,2_1_2,"You think about time, you can't come back in time.",False
674,2_168_1,Did I wake you?,True
675,2_155_1,Great! Now we can do laundry all night. All night laundry!,True
676,2_155_2,We can do laundry all night.,True
677,2_2_1,"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",True
678,2_2_2,"It's a good Pheebs too, now all I have to do is find an airplane load of people whose resolution is to sink into their death.",True
679,2_120_1,"You know some might find it amusing, I myself find it regular.",True
680,2_120_2,"You know that some people find it fun, I find it regular myself.",True
681,2_487_1,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",True
682,2_487_2,What about Hornswoggle?,True
683,2_280_1,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",True
684,2_280_2,"Joey ate my last gum, so I killed him.",True
685,2_447_1,It was an accident. Not like I was across the street with a telescope and a box of donuts.,True
686,2_447_2,"It was an accident, not like I was on the other side of the street with a telescope and a box of donuts.",True
687,2_148_1,"Hey, that's Joincidence with a C",True
688,2_148_2,"Hey, it's C-joining.",True
689,2_532_1,"The Jamestown colony of Virginia. You see King George is giving us the land, so.",True
690,2_532_2,"The colony of Jamestown, Virginia, you see King George gives us the land.",True
691,2_443_1,"Dear god, this parachute is a knapsack",True
692,2_443_2,"Oh, my God, this parachute is a knapsack.",True
693,2_475_1,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",True
694,2_475_2,"Oh yeah, okay, including waffles last week, you now owe me $17 million.",True
695,2_92_1,"No, no, I am just looking for a man to draw on me with chalk.",True
696,2_92_2,"No, no, I'm just looking for a man to draw on me with chalk.",True
697,2_258_1,"I am telling you, when she leaned back, I could see her brain",True
698,2_258_2,"I'm telling you, when she leaned, I could see her brain.",True
699,2_376_1,Me? I am gonna die alone!,True
700,2_376_2,I'm going to die alone!,True
701,2_114_1,Spanish midgets wrestling Julie! Okay yes I see how they got there.,True
702,2_114_2,The Spanish dwarfs are fighting Julie!,True
703,2_246_1,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",True
704,2_246_2,"Well, it's probably gonna slow me down at first, but once I get used to the extra weight, I'm gonna go back on track.",True
705,2_268_1,"A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",False
706,2_268_2,"A solitaire grey couch. ""O look"" exclaimed Ned. And then the kingdom was his. The end.",False
707,2_221_1,See Joe that's why your parents told you not to jump on your bed!,False
708,2_221_2,"You see Joe, that's why your parents told you not to jump on your bed!",False
709,2_369_1,"I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",True
710,2_369_2,"I just have to do one thing, really fast, it's not a big thing...",True
711,2_103_1,"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",True
712,2_103_2,"No, it's just a part of a delirium game that I play called waiting until the last moment before I burst and die",True
713,2_457_1,"Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",True
714,2_457_2,"Yes, we all know how cruel a parent can be about the flatness of a child's pillow.",True
715,2_112_1,I think this is probably why Damone smokes in his cell alone.,True
716,2_112_2,I think that's probably why Damone smokes in her cell alone.,True
717,2_174_1,Oh! Satan's minions at work again?,True
718,2_174_2,Satan's minions at work again?,True
719,2_490_1,"Maybe it's a contest, you know? Like ""Collect all five"".",True
720,2_490_2,"Maybe it's a contest, like ""Collecting the Five.""",True
