,text,sarcasm
433,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",0
434,I studied for a year in Barcelona.,0
435,Just tell me how.,1
436,"I really, really enjoyed it. Very exotic.",1
437,"When? Today? Some, not a lot.",0
438,"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzle,beer! Cold beer.",0
439,We- we had our first fight this morning.,0
440,Nobody sees the king!,0
441,Yeah.,0
442,It's not a real game! I made it up!,0
443,I'm never gonna get to meet her anyway.,0
444,"All right, let's do it.",0
445,"Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",0
446,"Yeah, a slice of cheesecake and-and a date if you're given'  'em out.",0
447,It's not funny!,0
448,"Are you kidding? I love that guy!  Morning's here! Morning is here,",0
449,"Stating the obvious, but thank you. And it's not weird is it.",1
450,"Yeah, I don't think so Joe.",0
451,"Yeah, I'm fine.",0
452,"It's white plastic, with a handle, and it fits onto a stroller.",0
453,"So to sum up, I'm Professor Geller.",0
454,"When they're hungry enough, they'll come in.",0
455,"Well, don't  'cha wanna?",0
456,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",0
457,What-wh-what so we'll just stay married forever?,1
458,"I don't know, something girlie.",0
459,What's going on?!  That's what's going on!!,0
460,Weā€™re not peeking?,0
461,"Well, y'know I'm 29. I mean who needs a savings account.",1
462,Why? Because she can sing and play guitar and do both at the same time?,1
463,Thank you.,0
464,Cover yourself up!,0
465,Ohhh!!!!,0
466,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",0
467,I don't think so. Hello?  When you get in there,0
468,You had no relationship!!,0
469,It was like months ago.,0
470,I can show you an ID if you want?,1
471,"I do not always have to be,okay, okay.",0
472,Wow! Imagine what our kids would look like!,0
473,"I'd love to show ya, but I just tucked her in.",0
474,I can't believe it.  Can I tell you something? I'm a little mad at him now.,0
475,"So, I'm sorry I just don't think we should go away together yet.",0
476,And protected them from a tornado?,1
477,When are you coming home?,0
478,"See, there you go, the cleansing works!",0
479,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",0
480,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",0
481,"Well, I'd gotten Judy pregnant. I still don't know how that happened.",1
482,Was it not pain-free?,1
483,No!,0
484,"Oh, you say someone's name enough, they turn around.",1
485,"And it came out, ""Squatternut buash?""",0
486,"I didn't know you and Carol were getting divorced, I'm sorry.",0
487,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",0
488,"Me too! There's a game on Tuesday, do you wanna go?",0
489,Uh-huh!,0
490,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0
491,"Oh, no, no. I just meant hypothetically.",0
492,"Well, I like it. Here you go.",0
493,"Whoa, whoa, whoa.",0
494,Okay?,0
495,"You and I, we're interfacing.",0
496,"Alright, I'm gonna go pick up a few things for the trip.",0
497,So now I have to go so he'll think that I'm totally ok with seeing him!,1
498,And did he?,0
499,You're gonna have to tell me how you did that.,0
500,All right.,0
501,No,0
502,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",1
503,"Uh-huh, well! But umm, still I'm-I'm mad at you.",0
504,"Okay, are you aware unagi  is an eel?",1
505,Paper cut!,0
506,"Just a sec, give me a minute to wake up for this,Ah-ha-ha!!",0
507,"Uh, Rachel's here, so good luck man, let me know how it works out.",1
508,"All right, okay, well, apparently not!",1
509,"That's easy for you to say, you weren't almost just killed.",1
510,I don't think you could ever do that.,0
511,"Yes, I know, but her friend sounds like such a...",0
512,Chandler?,0
513,"Uh, I'm gonna kill myself!",0
514,"Thanks, but I kinda have a problem to deal with here.",0
515,Yeah!,0
516,Hey! It's starting to snow.,0
517,"Look, please, please don't go anywhere, okay?",0
518,"He's right, even if it's to say something complementary.",0
519,"Hey, does somebody wanna hand me one of those tiles.",0
520,"Chloe, switch with me, there's some guys here that got a crush on you.",0
521,I'm the supply manager.,0
522,What did you want to show us? Because all I can see is this bitchin van,0
523,You still love me?,0
524,No! I'm so happy for them!,0
525,"Look I never should have kissed your girlfriend, but I'm",0
526,Lovely,1
527,"Well ah, I've been doing a lot of thinking, and I look at my life",0
528,I'm the ruptured spleen.,0
529,Why?,0
530,"Oh-oh, that's a risky little game!",0
531,"Oh, come on!",0
532,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",0
533,Hey.,0
534,"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.",0
535,"Whoa, maybe I was!",0
536,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",1
537,"Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.",0
538,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",0
539,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",0
540,That oughta do it.,0
541,Hey.,0
542,All right I'll have one.,1
543,"Ross umm, there's something that I've got to tell you, there's-there's someone else.",0
544,"Yeah, I mean, it would be rude to them for us to leave now.",1
545,"Twenty-one hours, you're a hero.",0
546,"No, I know, but I,he just went on.",0
547,"Okay, now much have you won so far?",0
548,It's my friends.,0
549,No!! You have been screwing us all day!,0
550,"I did not mean to touch that,I mean",0
551,I'm supposed to teach a graduate seminar there in ten minutes.,0
552,I was thkinking about maybe going into the Robot.,0
553,Oh well. It probably would've been the most constructive solution.,0
554,"Nothing. It's just old and dingy, that's all.",0
555,Yeah?,0
556,Uh-huh!,0
557,The end.,0
558,"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",0
559,Pheebs?,0
560,"Yeah. Yeah, that's what you need a good .. pill.",1
561,Hey!,0
562,"Can't do it, can you?",0
563,"Yeah, she's fired.",0
564,"Nope. Op, wait! There he goes.",0
565,"Hey, do you know a six-letter word for red?",0
566,Okay?,0
567,I know but it's so hard! Nothing rhymes with your stupid name!,0
568,Take a couple deep breaths.,0
569,"No no, you don't have to fly back, really.",0
570,What?,0
571,Okay?,0
572,"Hi, Joey. Well well, look what you brought. Very nice.",0
573,What was that?!,0
574,Yeah?,0
575,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",0
576,That is the coast guard!,0
577,"Ah well, this is the living room.",0
578,"Oh, hey, look, I found coffee! Okay, let's skedaddle.",0
579,"I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",0
580,I just called a friend of mine.,0
581,"Even if people are on it!""",1
582,I-I'm really sorry. It's just that I,0
583,"Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",0
584,"I guess you'd know that, being one of the two of us, though, right?",1
585,Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!,0
586,"Almost! But first, we gotta start.",1
587,You building a post office?,1
588,Stick to the list.,0
589,Uh yes! Thank you.,1
590,And then for forgetting to invite you to it.,0
591,"So Ross, how umm, how did it go with Bonnie?",0
592,What are you up too?,0
593,Yes it is.,0
594,So how'd it go?,0
595,What is the matter with your face?!,0
596,It would be nice to have a little guarantee though.,1
597,Then we went to this bar and he hooked us up with all these women!,0
598,I've never loved anybody as much as I love you.,0
599,"No just, nobody press on my stomach.",0
600,"Umm, would you please excuse me for a moment?",0
601,No.,0
602,Am I out of control?,0
603,If you wanna put a label on it.,1
604,But I'm the host!,0
605,I can see it from right here. It'll cost you one husband.,1
606,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",1
607,"Seriously, it's moving!",0
608,"Carol called me to thank me for the lasagna, I asked, she told me.",0
609,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",0
610,"No, no, no, it's flattery.",0
611,"Yeah, she couldn't live without the Chan Love.",0
612,No Blanche she is upset because they keep changing the taste of coke.,1
613,"No Rose, she is depressed because Marvel had manners on only once a week",1
614,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",1
615,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",1
616,"I don't know Rose, maybe Marry Poppins has an Italian cousin.",1
617,On the home shopping network,1
618,No I am upset because crocodin turbs are wearing darker colors.,1
619,The liberarche marquee at Caesar's palace,1
620,"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",1
621,"No, its because I cannot make any sense of those commercials for obsession.",1
622,"No, I am depressed becaues Phillis George left the morning news.",1
623,"No Blanche, with a venus fly trap",1
624,"No Rose, go to the corner and open a stand",1
625,Lords of Arabia,1
626,No I am worried she might be Phir Resuda's,1
627,"Oh ma no, it was a little girl selling girl scout toilets.",1
628,"No, I haven't taken her out of the trunk of the car yet.",1
629,"Rose, you should sit here and watch her hack herself to death",1
630,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",1
631,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",0
632,"No Rose, at a pie eating contest.",1
633,To feed the cat Rose.,1
634,Show them your slides of Hawaii,1
635,No I am upset because Joe Piscapo didn't get the lead role in rain man.,1
636,A bucket of chicked. I hope you like it extra flat and crispy,1
637,It's a musical Rose,1
638,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,1
639,His cappucino maker.,1
640,"No, she I supset because Jimmy Swaager can't cover his motel bill",1
641,No itÕs the rose in the kitchen thing.,1
642,"In what Blanche, dog years?",1
643,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",1
644,Because it wears a little sunbrella Rose.,1
645,What was I doing? My ben gazara in person?,1
646,What are these? Claws?,1
647,"The little man who lives in there, who turns the light on and off will tell you.",1
648,"No Rose, I am developing pictures from the magellan space probe",1
649,"No Rose, it stands alone.",1
650,A hand puppet Rose.,1
651,"No Rose, that you should do.",1
652,Amazing.,1
653,Nooo,1
654,Well scott I am sure we are all really really looking forward to hear your story.,1
655,Sarcasm? Noo.,1
656,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",1
657,Really?,1
658,Sarcasm? At a sarcasmoholics meeting?,1
659,You got off to a really good start with the group.,1
660,We thought you were just here for the company. He is a sarcasmoholic Stewart.,1
661,Noooo. Really?,1
662,Nooo!,1
663,Sarcastic? Us? Nooo.,1
664,And I am sure every person here really really wants you to join our group.,1
665,Noo..,1
666,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",1
667,"Oh I am sorry, do you need a break?",1
668,I can see it from right here. It'll cost you one husband.,1
669,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,1
670,"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!",1
671,"Let me think! Let me think! Oh, I don't care.",1
672,The British are coming?,1
673,Oh my God I love that! - Really? - NO!,1
674,No thanks Josephine!,1
675,"Oh my god, where are all the men?",0
676,"This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert.",1
677,Really? Struck down in the prime of life.,1
678,"I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday",1
679,I was making a coconut phone with a professor.,1
680,What do you know? Its a treat for the eyes and the ears.,1
681,I really don't wanna sit with Allen Iverson over there .,0
682,"Gee, if only she were one and had no idea what a birthday was.",1
683,"Oh sure, she was probably up all night excited about the party she knows is happening.",1
684,Are you still enjoying your nap?,1
685,"Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own.",1
686,"Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!",0
687,Is it me or the greetings gone downhill around here?,1
688,"You are right, by saying nice, I am virtually licking her.",1
689,"Yes and we are ""very"" excited about it.",1
